archive,image_L_0,regionmask_withskin_L_0,regionmask_withoutskin_L_0,string_eye,string_original_eye_x,string_original_eye_y,string_original_eye_z,float_blink,float_gaze_x_degree,float_gaze_y_degree,float_pupil_size,float_slippage_x,float_slippage_y,float_slippage_z,float_pupil_x,float_pupil_y,float_pupilellipse_major,float_pupilellipse_minor,float_pupilellipse_angle,float_iris_x,float_iris_y,float_irisellipse_major,float_irisellipse_minor,float_irisellipse_angle,float_eyeball_x,float_eyeball_y,float_eyeball_diameter
footage_image_data.zip,type_img_frame_0021.png,type_maskWithSkin_frame_0021.png,type_maskWithoutSkin_frame_0021.png,L,-62.55789995,121.06399536,307.75799751,0.66196394,-22.160915,-19.947899,0.13471656,0.53717995,4.8617806,1.8577152,140.25159,121.20331,25.323011,29.264051,138.71481,139.09305,121.63581,91.31382,107.46921,141.73279,21.647594,8.144589,46.684055
footage_image_data.zip,type_img_frame_0022.png,type_maskWithSkin_frame_0022.png,type_maskWithoutSkin_frame_0022.png,L,-62.55789995,121.06399536,307.75799751,0.5531562,-22.81959,-17.373863,0.405803,4.6072483,4.02707,-2.9642303,175.96252,161.71394,37.186806,42.317,139.7459,175.33134,162.10019,91.17488,106.34909,138.7907,30.093006,18.239868,46.054516
footage_image_data.zip,type_img_frame_0023.png,type_maskWithSkin_frame_0023.png,type_maskWithoutSkin_frame_0023.png,L,-62.55789995,121.06399536,307.75799751,0.26152328,-21.555717,-19.465788,0.28521556,2.879979,3.5461144,2.9618614,162.55882,110.63488,32.00787,35.658207,140.15172,161.63525,110.92459,92.03915,104.90605,141.12839,26.461199,5.9644117,45.81095
footage_image_data.zip,type_img_frame_0024.png,type_maskWithSkin_frame_0024.png,type_maskWithoutSkin_frame_0024.png,L,-62.55789995,121.06399536,307.75799751,0.66432846,-18.520834,-16.664022,0.0390861,-1.2546669,8.234923,-1.6079481,126.29689,151.36884,22.844774,26.289734,143.57841,124.76862,151.99158,99.72755,115.333595,139.7795,17.861773,15.51242,49.486187
footage_image_data.zip,type_img_frame_0025.png,type_maskWithSkin_frame_0025.png,type_maskWithoutSkin_frame_0025.png,L,-62.55789995,121.06399536,307.75799751,0.05023143,-19.072369,-17.874624,0.19134642,-4.355185,6.3325186,4.5194006,97.06531,93.42438,29.013277,33.283413,149.05405,95.73512,93.71467,96.0313,111.62464,147.82536,11.157581,2.2110636,47.87127
footage_image_data.zip,type_img_frame_0026.png,type_maskWithSkin_frame_0026.png,type_maskWithoutSkin_frame_0026.png,L,-62.55789995,121.06399536,307.75799751,0.12425766,-19.210842,-17.700283,0.42027706,-4.206714,6.1032443,-1.6724831,97.91211,152.43092,38.89946,44.833447,140.69893,97.07169,152.67963,92.98624,110.81684,141.63083,11.469506,15.644592,47.612007
footage_image_data.zip,type_img_frame_0027.png,type_maskWithSkin_frame_0027.png,type_maskWithoutSkin_frame_0027.png,L,-62.55789995,121.06399536,307.75799751,0.8042798,-19.33102,-16.992224,0.3209574,-0.52210593,5.750232,2.699624,133.24928,109.59242,35.29821,39.227158,145.65083,132.28198,109.93357,96.899,109.96908,145.13885,19.477602,6.210877,47.467808
footage_image_data.zip,type_img_frame_0028.png,type_maskWithSkin_frame_0028.png,type_maskWithoutSkin_frame_0028.png,L,-62.55789995,121.06399536,307.75799751,0.15737955,-19.7954,-19.428638,0.2463663,3.9372396,2.7357223,-4.5082264,174.24724,177.60774,29.298311,33.739998,130.98807,173.32584,178.18753,88.7012,104.23298,130.55617,28.478958,21.322449,45.063213
footage_image_data.zip,type_img_frame_0029.png,type_maskWithSkin_frame_0029.png,type_maskWithoutSkin_frame_0029.png,L,-62.55789995,121.06399536,307.75799751,0.31158647,-18.584614,-19.667221,0.19499882,2.20682,9.834345,3.5578175,160.6583,104.42186,32.23881,35.794186,133.67563,159.58109,104.59672,105.8729,118.53407,137.78903,25.833902,3.6442857,50.96038
footage_image_data.zip,type_img_frame_0030.png,type_maskWithSkin_frame_0030.png,type_maskWithoutSkin_frame_0030.png,L,-62.55789995,121.06399536,307.75799751,0.58094066,-20.867884,-17.815788,0.36759034,3.5003312,8.284531,-4.147202,169.40799,178.09938,38.562057,43.87957,134.88928,168.62784,178.53088,98.35387,115.547455,134.67706,28.495869,21.222641,49.476105
footage_image_data.zip,type_img_frame_0031.png,type_maskWithSkin_frame_0031.png,type_maskWithoutSkin_frame_0031.png,L,-62.55789995,121.06399536,307.75799751,0.53766,-19.974129,-18.20966,0.42638594,3.9607143,4.6500273,0.3178515,174.43367,133.50034,39.44315,43.61646,138.7711,173.70009,133.76959,95.118614,107.4541,136.5762,28.890888,11.357541,46.631596
footage_image_data.zip,type_img_frame_0032.png,type_maskWithSkin_frame_0032.png,type_maskWithoutSkin_frame_0032.png,L,-62.55789995,121.06399536,307.75799751,0.742313,-17.185272,-16.167568,0.14269356,-1.2676803,5.18505,-3.8563414,129.8809,170.08931,26.612976,30.022236,133.56477,128.38556,170.72533,94.98715,109.03405,136.60162,17.879908,20.210665,47.00235
footage_image_data.zip,type_img_frame_0033.png,type_maskWithSkin_frame_0033.png,type_maskWithoutSkin_frame_0033.png,L,-62.55789995,121.06399536,307.75799751,0.7959868,-16.90332,-17.89262,0.16386843,-0.8816888,0.45563927,1.0205042,136.27496,126.07798,25.328072,28.47271,135.0,134.88148,126.5928,88.88363,99.99634,138.4442,18.704893,10.155281,43.632587
footage_image_data.zip,type_img_frame_0034.png,type_maskWithSkin_frame_0034.png,type_maskWithoutSkin_frame_0034.png,L,-62.55789995,121.06399536,307.75799751,0.29902,-15.39311,-17.965477,0.28556582,-3.3085663,4.8030896,-4.450262,113.68336,178.23021,32.516926,37.351337,132.85617,112.27248,178.69432,93.25614,108.36114,132.41614,13.558134,21.444397,46.733456
footage_image_data.zip,type_img_frame_0035.png,type_maskWithSkin_frame_0035.png,type_maskWithoutSkin_frame_0035.png,L,-62.55789995,121.06399536,307.75799751,0.49951303,-16.071447,-16.75184,0.31843755,-1.8327919,2.8233397,4.6898527,127.514595,92.03896,34.256115,37.20055,141.05954,126.378624,92.341675,94.73794,104.63869,144.44815,16.777765,2.5088298,45.289352
footage_image_data.zip,type_img_frame_0036.png,type_maskWithSkin_frame_0036.png,type_maskWithoutSkin_frame_0036.png,L,-62.55789995,121.06399536,307.75799751,0.3928449,-15.369911,-16.748203,0.2296561,4.3861823,2.294795,-4.4278135,184.36954,173.57066,29.696817,32.50224,124.88556,183.07747,174.09955,93.20363,103.86816,125.866104,29.373222,21.054853,44.902367
footage_image_data.zip,type_img_frame_0037.png,type_maskWithSkin_frame_0037.png,type_maskWithoutSkin_frame_0037.png,L,-62.55789995,121.06399536,307.75799751,0.76467174,-15.911498,-16.289421,0.15576261,4.394066,1.8206176,0.56152326,183.50464,128.10677,26.826252,28.45462,134.7832,182.27129,128.7305,94.72555,102.498085,131.45453,29.313305,10.981284,44.57159
footage_image_data.zip,type_img_frame_0038.png,type_maskWithSkin_frame_0038.png,type_maskWithoutSkin_frame_0038.png,L,-62.55789995,121.06399536,307.75799751,0.09922082,-17.709206,-18.089611,0.49115708,1.6916031,4.284319,-4.4706078,156.61261,177.70003,41.404175,46.809586,130.46518,155.78543,178.10965,92.708275,107.32211,131.2955,24.065466,21.41252,46.25609
footage_image_data.zip,type_img_frame_0039.png,type_maskWithSkin_frame_0039.png,type_maskWithoutSkin_frame_0039.png,L,-62.55789995,121.06399536,307.75799751,0.19125865,-16.02243,-19.674149,0.35181782,4.614765,7.218179,0.0945724,187.83894,139.16537,38.51515,42.18316,126.48073,186.85762,139.30786,101.50694,113.23761,124.7062,30.79891,11.730088,48.68608
footage_image_data.zip,type_img_frame_0040.png,type_maskWithSkin_frame_0040.png,type_maskWithoutSkin_frame_0040.png,L,-62.55789995,121.06399536,307.75799751,0.7790457,-13.347118,-16.486948,0.11520081,-1.210588,6.2419906,-1.9974535,135.90068,154.11975,26.478216,29.33191,127.224205,134.06372,154.7885,100.2575,111.41805,130.92664,18.015266,16.274702,47.864433
footage_image_data.zip,type_img_frame_0041.png,type_maskWithSkin_frame_0041.png,type_maskWithoutSkin_frame_0041.png,L,-62.55789995,121.06399536,307.75799751,0.36429486,-13.994236,-18.364403,0.22802553,-0.74147135,4.2857647,2.0466406,140.10814,118.23022,31.102497,33.62286,138.40794,138.62051,118.52637,97.12066,107.20683,132.89561,19.015314,7.7584233,46.355953
footage_image_data.zip,type_img_frame_0042.png,type_maskWithSkin_frame_0042.png,type_maskWithoutSkin_frame_0042.png,L,-62.55789995,121.06399536,307.75799751,0.49221426,-13.184401,-17.284164,0.29601365,-3.1324348,2.6078944,-2.4745255,120.112366,157.5043,32.778137,35.886272,132.1533,118.67822,157.82616,92.87463,104.26373,130.67885,14.133125,17.121273,45.1132
footage_image_data.zip,type_img_frame_0043.png,type_maskWithSkin_frame_0043.png,type_maskWithoutSkin_frame_0043.png,L,-62.55789995,121.06399536,307.75799751,0.72853124,-12.98949,-18.073624,0.44362473,-2.318004,7.2895007,4.9103703,124.74832,90.052475,43.707867,47.05424,138.03809,123.43251,90.10406,104.206085,113.97202,138.49611,15.575741,1.1224836,48.756577
footage_image_data.zip,type_img_frame_0044.png,type_maskWithSkin_frame_0044.png,type_maskWithoutSkin_frame_0044.png,L,-62.55789995,121.06399536,307.75799751,0.8445319,-14.962903,-17.115194,0.15575624,4.6648045,5.159301,-3.3919427,188.88522,167.28346,28.079016,30.964172,122.21139,187.59802,167.85597,98.3997,109.47074,124.39173,30.492065,19.200722,47.04603
footage_image_data.zip,type_img_frame_0045.png,type_maskWithSkin_frame_0045.png,type_maskWithoutSkin_frame_0045.png,L,-62.55789995,121.06399536,307.75799751,0.20849144,-14.311322,-18.372805,0.14137886,0.9550727,0.10816485,4.3707404,155.78932,98.13046,25.29086,27.129555,136.01256,154.29558,98.52412,91.837326,99.44798,134.85695,22.31561,3.6227686,43.380577
footage_image_data.zip,type_img_frame_0046.png,type_maskWithSkin_frame_0046.png,type_maskWithoutSkin_frame_0046.png,L,-62.55789995,121.06399536,307.75799751,0.72067463,-14.778485,-19.75636,0.26741394,0.02694356,8.826964,-3.7218378,144.62576,178.60628,34.438965,39.108856,126.045235,143.33545,178.85384,100.75923,116.95881,126.170364,20.763609,20.333584,50.00306
footage_image_data.zip,type_img_frame_0047.png,type_maskWithSkin_frame_0047.png,type_maskWithoutSkin_frame_0047.png,L,-62.55789995,121.06399536,307.75799751,0.936035,-13.283804,-16.191303,0.39534146,2.08975,6.0405436,1.274711,167.0514,122.40996,40.72312,43.16849,131.01395,165.87283,122.76454,103.1065,110.924164,129.98788,25.124166,9.223164,47.7241
footage_image_data.zip,type_img_frame_0048.png,type_maskWithSkin_frame_0048.png,type_maskWithoutSkin_frame_0048.png,L,-62.55789995,121.06399536,307.75799751,0.38190207,-10.911824,-19.71515,0.21560837,-0.04974172,2.2998033,-3.686261,151.35986,171.48589,28.929108,31.944279,120.436844,149.77332,171.93848,92.057686,103.62794,119.03904,20.394234,19.5673,44.915035
footage_image_data.zip,type_img_frame_0049.png,type_maskWithSkin_frame_0049.png,type_maskWithoutSkin_frame_0049.png,L,-62.55789995,121.06399536,307.75799751,0.57309645,-9.685706,-18.191986,0.24966665,-3.1410093,4.2016196,1.6229712,124.2572,122.16152,32.297615,34.587513,125.46522,122.49634,122.49423,98.47107,107.497765,126.68385,14.007061,8.654996,46.303757
footage_image_data.zip,type_img_frame_0050.png,type_maskWithSkin_frame_0050.png,type_maskWithoutSkin_frame_0050.png,L,-62.55789995,121.06399536,307.75799751,0.2000661,-11.85442,-19.763882,0.43012708,-0.9204111,6.1684914,-1.6104618,140.66327,155.79398,41.12472,45.413635,123.52439,139.37276,155.84222,98.804985,111.10185,122.87773,18.64277,15.460757,47.814896
footage_image_data.zip,type_img_frame_0051.png,type_maskWithSkin_frame_0051.png,type_maskWithoutSkin_frame_0051.png,L,-62.55789995,121.06399536,307.75799751,0.74731207,-10.016597,-16.023762,0.30062467,-3.9222918,6.361986,4.3064876,114.58633,93.31203,36.80926,38.904575,136.69722,112.77316,93.45209,104.6768,112.313644,137.44078,12.150884,2.6395056,47.996452
footage_image_data.zip,type_img_frame_0052.png,type_maskWithSkin_frame_0052.png,type_maskWithoutSkin_frame_0052.png,L,-62.55789995,121.06399536,307.75799751,0.9371921,-11.476384,-19.302967,0.21266137,3.5748653,6.4655294,-4.1779876,184.7071,179.85294,31.050804,34.52403,115.9909,183.09808,180.24171,99.76907,112.31237,115.34255,28.385077,21.029318,48.077297
footage_image_data.zip,type_img_frame_0053.png,type_maskWithSkin_frame_0053.png,type_maskWithoutSkin_frame_0053.png,L,-62.55789995,121.06399536,307.75799751,0.5312955,-9.141465,-18.303734,0.23923618,4.601582,5.548559,3.5788074,197.45506,103.962776,33.349285,35.149746,109.03726,195.91571,104.134514,104.38216,110.02987,110.68044,30.434216,4.3476353,47.314903
footage_image_data.zip,type_img_frame_0054.png,type_maskWithSkin_frame_0054.png,type_maskWithoutSkin_frame_0054.png,L,-62.55789995,121.06399536,307.75799751,0.6926719,-11.123146,-16.278257,0.3733172,0.759215,5.4891434,-4.188648,157.78455,174.49518,38.908836,41.937576,122.104294,156.34131,174.95303,100.06728,110.22161,122.39108,22.227747,20.921595,47.283787
footage_image_data.zip,type_img_frame_0055.png,type_maskWithSkin_frame_0055.png,type_maskWithoutSkin_frame_0055.png,L,-62.55789995,121.06399536,307.75799751,0.6993884,-10.6098585,-19.406368,0.46607116,0.92969793,4.1783476,2.8171048,160.27324,112.99913,42.451546,45.379833,121.0443,158.91557,113.04345,99.18715,107.05979,122.69726,22.51013,6.157718,46.26513
footage_image_data.zip,type_img_frame_0056.png,type_maskWithSkin_frame_0056.png,type_maskWithoutSkin_frame_0056.png,L,-62.55789995,121.06399536,307.75799751,0.5093521,-8.675763,-16.239079,0.09728209,-0.51577866,6.6319914,-4.3704624,149.65556,177.38904,26.353539,28.572536,118.17659,147.65991,178.10794,103.01905,112.627975,118.37163,19.526188,21.456226,48.203705
footage_image_data.zip,type_img_frame_0057.png,type_maskWithSkin_frame_0057.png,type_maskWithoutSkin_frame_0057.png,L,-62.55789995,121.06399536,307.75799751,0.23217651,-7.9580274,-18.738392,0.05085789,-1.6192936,0.69688374,2.0201783,142.30428,119.08782,21.482285,23.09246,117.11491,140.2471,119.57114,93.59973,100.8227,120.92764,17.271374,8.152524,43.80399
footage_image_data.zip,type_img_frame_0058.png,type_maskWithSkin_frame_0058.png,type_maskWithoutSkin_frame_0058.png,L,-62.55789995,121.06399536,307.75799751,0.9828809,-8.546308,-17.856329,0.4667775,-2.613886,8.540813,-4.0816298,127.91789,179.78857,45.661392,49.65832,118.76085,126.300316,179.91588,104.895485,116.865814,118.93342,14.830551,21.073654,49.80217
footage_image_data.zip,type_img_frame_0059.png,type_maskWithSkin_frame_0059.png,type_maskWithoutSkin_frame_0059.png,L,-62.55789995,121.06399536,307.75799751,0.6625132,-8.439021,-19.353823,0.27653345,-4.501105,7.8098197,3.7689567,110.31776,103.28527,36.137756,38.60178,127.3876,108.40922,103.30592,105.690834,115.3474,127.822044,10.70041,3.5459878,49.196445
footage_image_data.zip,type_img_frame_0060.png,type_maskWithSkin_frame_0060.png,type_maskWithoutSkin_frame_0060.png,L,-62.55789995,121.06399536,307.75799751,0.8636326,-6.730231,-17.272282,0.07455268,3.6042726,5.1737933,-3.0989573,191.71257,165.4075,24.89335,26.78075,107.3967,189.74702,165.97739,101.43154,109.762024,106.04696,28.239988,18.58077,47.05498
footage_image_data.zip,type_img_frame_0061.png,type_maskWithSkin_frame_0061.png,type_maskWithoutSkin_frame_0061.png,L,-62.55789995,121.06399536,307.75799751,0.98352957,-6.88102,-16.520857,0.11236341,4.5974174,4.853892,0.5894397,200.62733,129.41948,26.931118,28.198746,103.35287,198.68806,129.92134,103.381516,109.0878,104.886086,30.287125,10.773293,46.792812
footage_image_data.zip,type_img_frame_0062.png,type_maskWithSkin_frame_0062.png,type_maskWithoutSkin_frame_0062.png,L,-62.55789995,121.06399536,307.75799751,0.6122785,-6.3676643,-16.788748,0.31284818,4.573838,5.2808967,-1.9387172,201.30841,154.02968,36.712566,38.94037,101.682945,199.56555,154.36044,102.86058,110.122986,103.73445,30.32048,16.117218,47.140957
footage_image_data.zip,type_img_frame_0063.png,type_maskWithSkin_frame_0063.png,type_maskWithoutSkin_frame_0063.png,L,-62.55789995,121.06399536,307.75799751,0.3880689,-7.5175414,-16.088081,0.41018644,2.338717,6.436248,3.9961796,178.58351,96.38618,43.104347,44.516865,121.4855,177.03308,96.566765,108.071205,112.09192,117.76156,25.71417,3.3002787,48.02693
footage_image_data.zip,type_img_frame_0064.png,type_maskWithSkin_frame_0064.png,type_maskWithoutSkin_frame_0064.png,L,-62.55789995,121.06399536,307.75799751,0.95074683,-3.873834,-16.605227,0.02575246,-3.5223248,0.22763605,-2.8952992,131.63007,158.72466,20.424458,22.02389,103.773315,129.31674,159.405,93.44338,100.37494,110.71447,13.565337,17.81523,43.488663
footage_image_data.zip,type_img_frame_0065.png,type_maskWithSkin_frame_0065.png,type_maskWithoutSkin_frame_0065.png,L,-62.55789995,121.06399536,307.75799751,0.43150547,-4.0980425,-18.854364,0.2110588,-3.0000634,5.899939,2.522924,133.03908,114.84976,32.216824,33.75875,115.75942,130.88504,115.1056,104.134605,110.90074,113.116295,14.187348,6.559078,47.606117
footage_image_data.zip,type_img_frame_0066.png,type_maskWithSkin_frame_0066.png,type_maskWithoutSkin_frame_0066.png,L,-62.55789995,121.06399536,307.75799751,0.29915664,-3.709672,-16.780106,0.2592101,-3.6494732,0.89559454,-0.6953844,130.12128,140.32312,31.380438,33.161793,107.30432,128.0758,140.76682,95.2955,101.509125,111.86358,13.264092,13.505161,43.930416
footage_image_data.zip,type_img_frame_0067.png,type_maskWithSkin_frame_0067.png,type_maskWithoutSkin_frame_0067.png,L,-62.55789995,121.06399536,307.75799751,0.4448499,-5.383887,-17.740618,0.48517886,-1.1146903,0.8565458,4.617635,149.60814,95.361206,41.942944,43.633286,117.86113,148.04445,95.48558,96.62587,101.32991,117.92427,18.266665,3.008057,43.90015
footage_image_data.zip,type_img_frame_0068.png,type_maskWithSkin_frame_0068.png,type_maskWithoutSkin_frame_0068.png,L,-62.55789995,121.06399536,307.75799751,0.38347092,-4.1279893,-18.588688,0.22020951,2.0526752,1.1781996,-4.149147,179.36601,173.32132,29.447865,31.69524,101.93122,177.56635,173.78131,93.45162,101.97051,101.15986,24.564232,20.37244,44.12372
footage_image_data.zip,type_img_frame_0069.png,type_maskWithSkin_frame_0069.png,type_maskWithoutSkin_frame_0069.png,L,-62.55789995,121.06399536,307.75799751,0.35110694,-3.966237,-17.06503,0.1790906,3.6381252,8.643374,0.28167233,198.73576,134.4512,32.583824,34.428932,95.535164,196.5873,134.74388,110.951126,117.46291,96.68124,28.926006,11.246466,49.906513
footage_image_data.zip,type_img_frame_0070.png,type_maskWithSkin_frame_0070.png,type_maskWithoutSkin_frame_0070.png,L,-62.55789995,121.06399536,307.75799751,0.44590998,-4.7967653,-16.78641,0.4518736,3.7826455,8.69268,-3.172176,198.51163,169.11475,46.15876,49.56371,99.55294,196.77036,169.35269,109.24077,117.761894,100.227516,29.265038,19.028994,49.946774
