frame,pupil2D_x,pupil2D_y,gaze_x,gaze_y,confidence,consistence
32,408.471577,259.742278,75.808393,105.422511,1.000000,1.000000
33,409.300682,259.325493,75.458487,105.599763,1.000000,1.000000
34,408.061466,259.469021,75.964803,105.529785,1.000000,1.000000
35,408.238418,258.022604,75.829532,106.090550,0.999130,1.000000
36,407.521933,262.551077,76.291789,104.336505,0.998747,1.000000
37,407.450076,260.810829,76.260461,105.009890,1.000000,1.000000
38,408.265522,262.545583,75.988310,104.349693,1.000000,1.000000
39,406.352261,261.779928,76.734003,104.592856,0.999575,1.000000
40,407.297140,262.055516,76.358790,104.510563,0.998390,1.000000
41,405.759753,264.349543,77.046916,103.600526,0.999608,1.000000
42,405.159289,262.621351,77.227364,104.258915,1.000000,1.000000
43,401.300738,255.870470,78.562411,106.810535,0.999196,1.000000
44,398.325112,247.779047,79.465914,109.917825,0.997982,1.000000
45,395.779844,246.221891,80.442957,110.468457,0.999193,1.000000
46,394.389189,238.750380,80.701552,113.424950,0.998759,1.000000
47,392.067875,234.273608,81.484735,115.208063,1.000000,1.000000
48,395.708512,235.397794,79.981964,114.819669,1.000000,1.000000
49,393.642069,239.187313,81.025447,113.241589,1.000000,1.000000
50,389.495779,236.208175,82.630814,114.378803,0.999626,1.000000
51,391.817629,234.890132,81.603269,114.965623,0.999237,1.000000
52,392.139877,235.580798,81.500116,114.683320,1.000000,1.000000
53,395.225162,231.740475,80.002501,116.315378,0.998832,1.000000
54,387.986236,236.166684,83.261438,114.354172,0.999610,1.000000
55,388.382562,235.426981,83.066728,114.668826,1.000000,1.000000
56,391.088151,238.401367,82.038034,113.523384,0.998878,1.000000
57,389.482019,235.435826,82.591679,114.681329,0.999623,1.000000
58,381.157503,234.164030,86.036005,115.084907,0.998842,1.000000
59,373.626310,232.355224,89.113453,115.782685,1.000000,1.000000
60,371.620024,233.390901,89.955218,115.348483,0.998830,1.000000
61,361.133229,229.049831,94.322692,117.186002,0.999199,1.000000
62,355.888721,225.364673,96.579507,118.792164,0.998354,1.000000
63,353.820383,223.415699,97.509893,119.645988,0.997881,1.000000
64,357.276239,220.815840,96.060437,120.709705,1.000000,1.000000
65,358.291150,220.557491,95.618174,120.801775,1.000000,1.000000
66,357.548209,219.923584,95.952455,121.099953,0.999587,1.000000
67,357.644620,219.219921,95.922679,121.406409,0.999595,1.000000
68,355.102148,219.283216,97.040904,121.429723,0.999187,1.000000
69,355.317615,218.506619,96.961952,121.769130,0.998330,1.000000
70,355.635933,220.153899,96.785534,121.042976,0.998362,1.000000
71,355.234856,219.953508,96.969713,121.144301,0.998431,1.000000
72,356.467567,219.736482,96.428544,121.202354,0.998351,1.000000
73,356.325135,222.278719,96.443298,120.094039,0.997853,1.000000
74,345.772356,223.330961,101.046195,119.921054,1.000000,1.000000
75,339.898238,227.511014,103.429618,118.340974,1.000000,1.000000
76,334.323770,229.039480,105.783602,117.923938,1.000000,1.000000
77,329.979007,231.158845,107.564059,117.216193,1.000000,1.000000
78,323.969135,234.337292,109.996679,116.178664,1.000000,1.000000
79,323.535549,234.825594,110.158276,115.995327,1.000000,1.000000
80,322.926005,233.235698,110.535574,116.723333,1.000000,1.000000
81,322.556400,233.384407,110.688815,116.672233,1.000000,1.000000
82,321.855676,231.703976,111.130549,117.465549,1.000000,1.000000
83,322.187304,233.196133,110.874084,116.790867,1.000000,1.000000
84,323.002072,233.044587,110.538019,116.809003,1.000000,1.000000
85,323.114745,232.683746,110.507993,116.964154,1.000000,1.000000
86,323.977852,232.862368,110.107366,116.829087,1.000000,1.000000
87,324.077937,233.270718,110.032164,116.640434,1.000000,1.000000
88,323.046345,233.521042,110.472663,116.593175,1.000000,1.000000
89,317.392252,240.151864,112.509703,114.050542,1.000000,1.000000
90,314.177048,244.845051,113.608564,112.220583,1.000000,1.000000
91,312.673143,247.938526,114.066221,110.967248,1.000000,1.000000
92,311.608167,252.226839,114.273263,109.185832,1.000000,1.000000
93,309.543725,257.946360,114.869631,106.860593,1.000000,1.000000
94,309.155874,259.326193,114.954665,106.311749,0.995600,1.000000
95,309.144321,258.752392,114.994576,106.560013,0.998828,1.000000
96,308.874054,258.390545,115.117515,106.719668,0.996839,1.000000
97,308.970375,258.300466,115.077399,106.755257,0.997226,1.000000
98,310.617106,254.099034,114.599605,108.450791,0.997572,1.000000
99,311.087004,252.607539,114.482258,109.043832,0.999181,1.000000
100,311.130964,252.958221,114.440241,108.899019,0.999169,1.000000
101,311.615526,254.223241,114.148749,108.342706,0.996596,1.000000
102,312.314144,255.099266,113.803749,107.938550,0.998710,1.000000
103,311.263409,255.626972,114.229701,107.771612,0.999175,1.000000
104,312.198395,256.062613,113.812354,107.546031,0.997941,1.000000
105,316.235744,261.233606,111.895990,105.269716,0.998031,1.000000
106,317.883951,269.959876,110.943836,101.719267,1.000000,1.000000
107,321.934694,274.516264,109.206383,99.859258,0.999624,1.000000
108,323.319057,281.923323,108.532408,96.977647,0.997729,1.000000
109,325.779941,285.149423,107.508682,95.722883,0.999606,1.000000
110,326.667488,287.049239,107.132589,95.008113,0.998084,1.000000
111,326.878806,288.269944,107.056884,94.529473,0.998097,1.000000
112,326.614267,287.920931,107.159840,94.670642,0.999230,1.000000
113,327.133428,288.087284,106.959110,94.611188,0.999604,1.000000
114,326.467420,287.129087,107.228063,94.965892,0.999604,1.000000
115,326.256821,288.355773,107.077458,94.483450,0.999186,1.000000
116,324.524657,285.266201,108.015783,95.670967,0.998344,1.000000
117,324.497943,288.298561,107.983492,94.491882,0.998755,1.000000
118,325.559947,286.560658,107.598798,95.174614,0.999207,1.000000
119,327.055018,287.528037,107.006591,94.805897,1.000000,1.000000
120,335.476449,290.589740,103.548754,93.702992,0.991614,1.000000
121,341.694575,293.274205,101.430873,92.710761,1.000000,1.000000
122,349.099390,294.331441,98.685544,92.356639,0.998811,1.000000
123,353.776425,297.858609,96.972782,91.087163,0.997519,1.000000
124,359.916529,299.313002,94.723211,90.603204,0.994132,1.000000
125,361.674637,298.224539,94.009745,91.001057,0.991279,1.000000
126,363.047634,302.320621,93.561943,89.550802,0.980409,1.000000
127,363.395525,304.458013,93.430956,88.785066,0.973879,1.000000
128,358.800582,301.008782,95.118233,90.010225,0.987212,1.000000
129,355.947630,298.562782,96.060648,90.886655,0.997072,1.000000
130,356.736672,298.070241,95.780000,91.084650,0.992635,1.000000
131,357.044391,297.552906,95.667514,91.269600,0.993109,1.000000
132,356.167660,297.565074,95.946252,91.259331,0.993934,1.000000
133,357.929822,297.832134,95.310301,91.173554,0.989388,1.000000
134,360.917878,297.370779,94.265148,91.338773,0.990852,1.000000
135,362.005482,296.484956,93.820438,91.654139,0.991498,1.000000
136,369.326840,293.959527,91.209107,92.613053,0.996837,1.000000
137,376.970480,292.979767,88.503541,92.937884,0.995960,1.000000
138,383.336478,292.578483,85.994492,93.061855,0.999186,1.000000
139,388.774967,288.402292,83.935817,94.552962,0.998355,1.000000
140,393.407108,289.545735,82.217053,94.151248,0.994930,1.000000
141,394.692430,287.802287,81.724566,94.775152,0.996180,1.000000
142,391.646234,289.356701,82.863906,94.223810,0.997914,1.000000
143,392.291693,289.462838,82.629421,94.178291,0.992887,1.000000
144,392.809806,287.852241,82.429340,94.773735,0.996702,1.000000
145,392.826806,290.460893,82.427027,93.814406,0.994586,1.000000
146,393.540882,290.747009,82.165921,93.702803,0.992812,1.000000
147,394.056230,289.446185,81.983213,94.163996,0.996178,1.000000
148,392.374810,289.309975,82.625495,94.234506,0.993453,1.000000
149,393.235717,287.361103,82.292115,94.950388,0.994764,1.000000
150,392.839609,287.651084,82.426256,94.852118,0.995021,1.000000
151,395.726065,285.596751,81.302811,95.594390,0.995545,1.000000
